Date,Holi,Temp,Humi,WS,Consumption
2015-01-01 00:00:00,1,2.8,79.0,2.5833333333333335,13544.780000000002
2015-01-01 01:00:00,1,2.9,77.0,1.8055555555555556,13459.234999999999
2015-01-01 02:00:00,1,2.8,76.0,1.5555555555555554,13750.787499999997
2015-01-01 03:00:00,1,2.2,82.0,1.5555555555555554,13859.64
2015-01-01 04:00:00,1,2.2,79.0,1.5555555555555554,14112.332499999997
2015-01-01 05:00:00,1,1.7,89.0,1.5555555555555554,14148.369999999999
2015-01-01 06:00:00,1,2.2,86.0,2.055555555555556,14640.717499999997
2015-01-01 07:00:00,1,2.8,86.0,2.055555555555556,14799.427500000002
2015-01-01 08:00:00,1,2.8,82.0,0.0,14754.062500000002
2015-01-01 09:00:00,1,3.9,76.0,0.0,14795.44
2015-01-01 10:00:00,1,5.0,65.0,2.5833333333333335,14685.425
2015-01-01 11:00:00,1,5.6,60.0,1.8055555555555556,14413.217499999997
2015-01-01 12:00:00,1,5.85,57.0,2.569444444444444,14346.8025
2015-01-01 13:00:00,1,6.7,51.0,0.0,14305.5275
2015-01-01 14:00:00,1,7.2,48.0,2.055555555555556,14417.602499999997
2015-01-01 15:00:00,1,7.2,48.0,1.5555555555555554,14333.3825
2015-01-01 16:00:00,1,7.2,48.0,0.0,14244.639999999998
2015-01-01 17:00:00,1,7.2,49.0,1.5555555555555554,14436.037499999999
2015-01-01 18:00:00,1,6.1,56.0,3.083333333333333,14717.982499999998
2015-01-01 19:00:00,1,5.0,62.0,2.5833333333333335,14797.699999999995
2015-01-01 20:00:00,1,5.0,60.0,2.055555555555556,14662.887499999999
2015-01-01 21:00:00,1,5.0,57.0,3.083333333333333,14396.305
2015-01-01 22:00:00,1,2.8,76.0,1.5555555555555554,13913.3375
2015-01-01 23:00:00,1,2.2,79.0,1.5555555555555554,13602.184999999994
2015-01-02 00:00:00,0,2.2,73.0,2.5833333333333335,13620.645000000004
2015-01-02 01:00:00,0,1.7,76.0,0.0,13619.975000000004
2015-01-02 02:00:00,0,1.7,76.0,0.0,13844.177500000002
2015-01-02 03:00:00,0,1.1,79.0,0.0,13922.207499999999
2015-01-02 04:00:00,0,0.6,82.0,2.055555555555556,14115.7
2015-01-02 05:00:00,0,0.0,85.0,2.055555555555556,14502.187500000002
2015-01-02 06:00:00,0,0.0,85.0,0.0,15569.177499999994
2015-01-02 07:00:00,0,0.6,82.0,2.055555555555556,16009.572499999997
2015-01-02 08:00:00,0,1.7,76.0,2.5833333333333335,16338.170000000002
2015-01-02 09:00:00,0,3.9,67.0,2.5833333333333335,16313.367500000006
2015-01-02 10:00:00,0,5.6,58.0,1.5555555555555554,16684.8075
2015-01-02 11:00:00,0,7.2,44.0,0.0,16520.04
2015-01-02 12:00:00,0,10.0,38.0,3.083333333333333,16349.444999999998
2015-01-02 13:00:00,0,10.6,33.0,3.083333333333333,16249.790000000003
2015-01-02 14:00:00,0,11.7,30.0,1.5555555555555554,16175.185000000001
2015-01-02 15:00:00,0,11.7,29.0,3.083333333333333,16146.957500000002
2015-01-02 16:00:00,0,11.1,31.0,3.611111111111111,15863.8125
2015-01-02 17:00:00,0,10.0,35.0,2.5833333333333335,15550.68
2015-01-02 18:00:00,0,8.9,41.0,2.055555555555556,15372.132500000002
2015-01-02 19:00:00,0,7.2,48.0,2.5833333333333335,15080.5925
2015-01-02 20:00:00,0,6.1,56.0,2.5833333333333335,14976.342499999997
2015-01-02 21:00:00,0,5.6,58.0,4.638888888888888,14696.397500000001
2015-01-02 22:00:00,0,5.0,62.0,3.611111111111111,14128.277500000002
